"","X","yearSeason","slugSeason","slugLeague","typeSeason","dateGame","idGame","numberGameTeamSeason","nameTeam","idTeam","isB2B","isB2BFirst","isB2BSecond","locationGame","slugMatchup","slugTeam","countDaysRestTeam","countDaysNextGameTeam","slugOpponent","slugTeamWinner","slugTeamLoser","outcomeGame","namePlayer","numberGamePlayerSeason","countDaysRestPlayer","countDaysNextGamePlayer","idPlayer","isWin","fgm","fga","pctFG","fg3m","fg3a","pctFG3","pctFT","hasVideo","fg2m","fg2a","pctFG2","minutes","ftm","fta","oreb","dreb","treb","ast","stl","blk","tov","pf","pts","plusminus","fpts","urlTeamSeasonLogo","urlPlayerStats","urlPlayerThumbnail","urlPlayerHeadshot","urlPlayerActionPhoto","urlPlayerPhoto"
"788",24406,2024,"2023-24","NBA","Regular Season","2024-04-03",22301105,76,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. OKC","BOS",1,1,"OKC","BOS","OKC","W","Luke Kornet",57,1,1,1628436,TRUE,1,1,1,0,0,0,NA,TRUE,1,1,1,4,0,0,0,1,1,0,1,0,0,0,2,8,6.2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628436","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://stats.nba.com/media/players/700/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png"
"789",24407,2024,"2023-24","NBA","Regular Season","2024-04-03",22301105,76,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. OKC","BOS",1,1,"OKC","BOS","OKC","W","Payton Pritchard",76,1,1,1630202,TRUE,4,10,0.4,1,4,0.25,1,TRUE,3,6,0.5,28,2,2,1,3,4,8,2,0,0,0,11,23,33.8,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630202","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://stats.nba.com/media/players/700/1630202.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"790",24528,2024,"2023-24","NBA","Regular Season","2024-04-05",22301118,77,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. SAC","BOS",1,1,"SAC","BOS","SAC","W","Xavier Tillman",49,3,1,1630214,TRUE,4,7,0.571,1,3,0.333333333333333,NA,TRUE,3,4,0.75,19,0,0,1,3,4,2,0,0,0,0,9,1,16.8,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630214","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630214.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630214.png","https://stats.nba.com/media/players/700/1630214.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"791",24574,2024,"2023-24","NBA","Regular Season","2024-04-05",22301118,77,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. SAC","BOS",1,1,"SAC","BOS","SAC","W","Oshae Brissett",51,1,1,1629052,TRUE,0,0,NA,0,0,0,0.5,TRUE,0,0,0,7,2,4,3,1,4,0,0,0,1,2,2,-17,5.8,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629052","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://stats.nba.com/media/players/700/1629052.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"792",24619,2024,"2023-24","NBA","Regular Season","2024-04-05",22301118,77,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. SAC","BOS",1,1,"SAC","BOS","SAC","W","Jrue Holiday",66,1,1,201950,TRUE,5,8,0.625,0,2,0,NA,TRUE,5,6,0.833333333333333,31,0,0,1,3,4,7,0,0,1,0,10,-1,24.3,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201950","https://stats.nba.com/media/players/230x185/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png","https://stats.nba.com/media/players/700/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png"
"793",24620,2024,"2023-24","NBA","Regular Season","2024-04-05",22301118,77,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. SAC","BOS",1,1,"SAC","BOS","SAC","W","Kristaps Porziņģis",55,1,1,204001,TRUE,7,10,0.7,2,2,1,1,TRUE,5,8,0.625,24,4,4,1,10,11,2,2,1,1,3,20,0,44.2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/204001","https://stats.nba.com/media/players/230x185/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png","https://stats.nba.com/media/players/700/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png"
"794",24621,2024,"2023-24","NBA","Regular Season","2024-04-05",22301118,77,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. SAC","BOS",1,1,"SAC","BOS","SAC","W","Jayson Tatum",72,1,3,1628369,TRUE,5,15,0.333,1,6,0.166666666666667,0.75,TRUE,4,9,0.444444444444444,33,6,8,0,6,6,5,0,0,3,0,17,14,28.7,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628369","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://stats.nba.com/media/players/700/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png"
"795",24622,2024,"2023-24","NBA","Regular Season","2024-04-05",22301118,77,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. SAC","BOS",1,1,"SAC","BOS","SAC","W","Luke Kornet",58,1,1,1628436,TRUE,3,4,0.75,0,0,0,NA,TRUE,3,4,0.75,18,0,0,2,3,5,1,1,2,0,1,6,7,22.5,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628436","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://stats.nba.com/media/players/700/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png"
"796",24623,2024,"2023-24","NBA","Regular Season","2024-04-05",22301118,77,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. SAC","BOS",1,1,"SAC","BOS","SAC","W","Payton Pritchard",77,1,1,1630202,TRUE,8,16,0.5,5,10,0.5,NA,TRUE,3,6,0.5,33,0,0,1,0,1,3,2,0,1,3,21,2,31.7,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630202","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://stats.nba.com/media/players/700/1630202.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"797",24676,2024,"2023-24","NBA","Regular Season","2024-04-05",22301118,77,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. SAC","BOS",1,1,"SAC","BOS","SAC","W","Al Horford",63,1,1,201143,TRUE,3,7,0.429,1,5,0.2,0.5,TRUE,2,2,1,20,1,2,0,6,6,1,0,1,0,0,8,3,19.7,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201143","https://stats.nba.com/media/players/230x185/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png","https://stats.nba.com/media/players/700/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png"
"798",24677,2024,"2023-24","NBA","Regular Season","2024-04-05",22301118,77,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. SAC","BOS",1,1,"SAC","BOS","SAC","W","Svi Mykhailiuk",36,1,1,1629004,TRUE,2,3,0.667,1,2,0.5,NA,TRUE,1,1,1,12,0,0,1,1,2,1,0,0,0,0,5,6,8.9,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629004","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png","https://stats.nba.com/media/players/700/1629004.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png"
"799",24678,2024,"2023-24","NBA","Regular Season","2024-04-05",22301118,77,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. SAC","BOS",1,1,"SAC","BOS","SAC","W","Jordan Walsh",7,13,6,1641775,TRUE,0,1,0,0,1,0,NA,TRUE,0,0,0,6,0,0,1,0,1,0,0,0,0,1,0,-5,1.2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1641775","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641775.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641775.png","https://stats.nba.com/media/players/700/1641775.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"800",24727,2024,"2023-24","NBA","Regular Season","2024-04-05",22301118,77,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. SAC","BOS",1,1,"SAC","BOS","SAC","W","Sam Hauser",74,1,1,1630573,TRUE,1,18,0.056,1,13,0.0769230769230769,NA,TRUE,0,5,0,36,0,0,1,6,7,3,1,0,0,1,3,-5,18.9,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630573","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://stats.nba.com/media/players/700/1630573.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"801",24871,2024,"2023-24","NBA","Regular Season","2024-04-07",22301134,78,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. POR","BOS",1,1,"POR","BOS","POR","W","Al Horford",64,1,3,201143,TRUE,3,6,0.5,1,4,0.25,NA,TRUE,2,2,1,21,0,0,1,5,6,3,1,0,1,0,7,7,20.7,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201143","https://stats.nba.com/media/players/230x185/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png","https://stats.nba.com/media/players/700/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png"
"802",24872,2024,"2023-24","NBA","Regular Season","2024-04-07",22301134,78,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. POR","BOS",1,1,"POR","BOS","POR","W","Jaden Springer",46,12,3,1630531,TRUE,0,0,NA,0,0,0,NA,TRUE,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630531","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630531.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630531.png","https://stats.nba.com/media/players/700/1630531.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"803",24873,2024,"2023-24","NBA","Regular Season","2024-04-07",22301134,78,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. POR","BOS",1,1,"POR","BOS","POR","W","Sam Hauser",75,1,1,1630573,TRUE,4,6,0.667,2,4,0.5,NA,TRUE,2,2,1,27,0,0,0,2,2,3,1,0,0,3,10,10,19.9,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630573","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://stats.nba.com/media/players/700/1630573.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"804",24923,2024,"2023-24","NBA","Regular Season","2024-04-07",22301134,78,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. POR","BOS",1,1,"POR","BOS","POR","W","Jrue Holiday",67,1,1,201950,TRUE,5,8,0.625,2,3,0.666666666666667,NA,TRUE,3,5,0.6,21,0,0,0,1,1,2,0,0,0,1,12,7,16.2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201950","https://stats.nba.com/media/players/230x185/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png","https://stats.nba.com/media/players/700/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png"
"805",24924,2024,"2023-24","NBA","Regular Season","2024-04-07",22301134,78,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. POR","BOS",1,1,"POR","BOS","POR","W","Jaylen Brown",68,3,1,1627759,TRUE,10,17,0.588,3,5,0.6,1,TRUE,7,12,0.583333333333333,30,3,3,0,4,4,2,1,1,2,2,26,6,37.8,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1627759","https://stats.nba.com/media/players/230x185/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png","https://stats.nba.com/media/players/700/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png"
"806",24925,2024,"2023-24","NBA","Regular Season","2024-04-07",22301134,78,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. POR","BOS",1,1,"POR","BOS","POR","W","Derrick White",71,3,1,1628401,TRUE,5,13,0.385,3,10,0.3,1,TRUE,2,3,0.666666666666667,31,2,2,0,1,1,9,1,0,2,1,15,2,30.7,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628401","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://stats.nba.com/media/players/700/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png"
"807",24985,2024,"2023-24","NBA","Regular Season","2024-04-07",22301134,78,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. POR","BOS",1,1,"POR","BOS","POR","W","Svi Mykhailiuk",37,1,1,1629004,TRUE,2,4,0.5,1,2,0.5,NA,TRUE,1,2,0.5,12,0,0,0,2,2,2,0,0,1,2,5,9,9.4,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629004","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png","https://stats.nba.com/media/players/700/1629004.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png"
"808",25029,2024,"2023-24","NBA","Regular Season","2024-04-07",22301134,78,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. POR","BOS",1,1,"POR","BOS","POR","W","Kristaps Porziņģis",56,1,3,204001,TRUE,3,7,0.429,1,3,0.333333333333333,0.625,TRUE,2,4,0.5,27,5,8,1,9,10,2,3,5,2,1,12,4,49,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/204001","https://stats.nba.com/media/players/230x185/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png","https://stats.nba.com/media/players/700/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png"
"809",25074,2024,"2023-24","NBA","Regular Season","2024-04-07",22301134,78,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. POR","BOS",1,1,"POR","BOS","POR","W","Luke Kornet",59,1,1,1628436,TRUE,1,1,1,0,0,0,NA,TRUE,1,1,1,19,0,0,3,2,5,1,0,0,0,0,2,5,9.5,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628436","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://stats.nba.com/media/players/700/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png"
"810",25075,2024,"2023-24","NBA","Regular Season","2024-04-07",22301134,78,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. POR","BOS",1,1,"POR","BOS","POR","W","Payton Pritchard",78,1,1,1630202,TRUE,9,13,0.692,2,4,0.5,NA,TRUE,7,9,0.777777777777778,26,0,0,0,3,3,8,1,0,2,1,20,19,36.6,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630202","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://stats.nba.com/media/players/700/1630202.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"811",25076,2024,"2023-24","NBA","Regular Season","2024-04-07",22301134,78,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. POR","BOS",1,1,"POR","BOS","POR","W","Xavier Tillman",50,1,1,1630214,TRUE,4,7,0.571,1,2,0.5,NA,TRUE,3,5,0.6,17,0,0,0,5,5,1,1,2,0,0,9,6,25.5,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630214","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630214.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630214.png","https://stats.nba.com/media/players/700/1630214.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"812",25126,2024,"2023-24","NBA","Regular Season","2024-04-07",22301134,78,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. POR","BOS",1,1,"POR","BOS","POR","W","Oshae Brissett",52,1,1,1629052,TRUE,3,5,0.6,0,1,0,NA,TRUE,3,4,0.75,9,0,0,0,1,1,1,1,0,1,1,6,7,10.7,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629052","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://stats.nba.com/media/players/700/1629052.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"813",25147,2024,"2023-24","NBA","Regular Season","2024-04-09",22301148,79,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"A","BOS @ MIL","BOS",1,1,"MIL","MIL","BOS","L","Jrue Holiday",68,1,1,201950,FALSE,5,13,0.385,2,6,0.333333333333333,NA,TRUE,3,7,0.428571428571429,32,0,0,3,4,7,5,1,1,2,0,12,-10,31.9,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201950","https://stats.nba.com/media/players/230x185/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png","https://stats.nba.com/media/players/700/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png"
"814",25148,2024,"2023-24","NBA","Regular Season","2024-04-09",22301148,79,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"A","BOS @ MIL","BOS",1,1,"MIL","MIL","BOS","L","Oshae Brissett",53,1,2,1629052,FALSE,1,3,0.333,0,1,0,NA,TRUE,1,2,0.5,7,0,0,1,1,2,1,0,0,0,1,2,1,5.9,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629052","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://stats.nba.com/media/players/700/1629052.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"815",25211,2024,"2023-24","NBA","Regular Season","2024-04-09",22301148,79,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"A","BOS @ MIL","BOS",1,1,"MIL","MIL","BOS","L","Jayson Tatum",73,3,1,1628369,FALSE,9,19,0.474,4,9,0.444444444444444,NA,TRUE,5,10,0.5,37,0,0,0,5,5,6,0,1,2,1,22,-11,38,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628369","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://stats.nba.com/media/players/700/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png"
"816",25212,2024,"2023-24","NBA","Regular Season","2024-04-09",22301148,79,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"A","BOS @ MIL","BOS",1,1,"MIL","MIL","BOS","L","Xavier Tillman",51,1,1,1630214,FALSE,2,7,0.286,2,5,0.4,NA,TRUE,0,2,0,18,0,0,0,0,0,2,1,2,0,1,6,-15,18,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630214","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630214.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630214.png","https://stats.nba.com/media/players/700/1630214.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"817",25259,2024,"2023-24","NBA","Regular Season","2024-04-09",22301148,79,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"A","BOS @ MIL","BOS",1,1,"MIL","MIL","BOS","L","Jaylen Brown",69,1,1,1627759,FALSE,7,19,0.368,0,6,0,NA,TRUE,7,13,0.538461538461538,36,0,0,4,6,10,3,4,0,5,3,14,-13,37.5,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1627759","https://stats.nba.com/media/players/230x185/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png","https://stats.nba.com/media/players/700/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png"
"818",25260,2024,"2023-24","NBA","Regular Season","2024-04-09",22301148,79,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"A","BOS @ MIL","BOS",1,1,"MIL","MIL","BOS","L","Luke Kornet",60,1,1,1628436,FALSE,3,3,1,1,1,1,NA,TRUE,2,2,1,21,0,0,1,1,2,1,0,0,0,1,7,-8,10.9,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628436","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://stats.nba.com/media/players/700/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png"
"819",25261,2024,"2023-24","NBA","Regular Season","2024-04-09",22301148,79,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"A","BOS @ MIL","BOS",1,1,"MIL","MIL","BOS","L","Svi Mykhailiuk",38,1,1,1629004,FALSE,2,2,1,1,1,1,NA,TRUE,1,1,1,7,0,0,0,1,1,1,0,0,0,0,5,1,7.7,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629004","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png","https://stats.nba.com/media/players/700/1629004.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png"
"820",25367,2024,"2023-24","NBA","Regular Season","2024-04-09",22301148,79,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"A","BOS @ MIL","BOS",1,1,"MIL","MIL","BOS","L","Derrick White",72,1,1,1628401,FALSE,3,10,0.3,3,9,0.333333333333333,NA,TRUE,0,1,0,31,0,0,1,3,4,3,2,0,1,1,9,-11,23.3,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628401","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://stats.nba.com/media/players/700/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png"
"821",25368,2024,"2023-24","NBA","Regular Season","2024-04-09",22301148,79,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"A","BOS @ MIL","BOS",1,1,"MIL","MIL","BOS","L","Payton Pritchard",79,1,1,1630202,FALSE,2,9,0.222,2,8,0.25,NA,TRUE,0,1,0,24,0,0,0,2,2,3,1,0,1,0,6,1,14.9,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630202","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://stats.nba.com/media/players/700/1630202.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"822",25441,2024,"2023-24","NBA","Regular Season","2024-04-09",22301148,79,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"A","BOS @ MIL","BOS",1,1,"MIL","MIL","BOS","L","Sam Hauser",76,1,1,1630573,FALSE,3,8,0.375,2,6,0.333333333333333,NA,TRUE,1,2,0.5,28,0,0,2,3,5,2,2,0,1,0,8,0,22,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630573","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://stats.nba.com/media/players/700/1630573.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
