"","X","yearSeason","slugSeason","slugLeague","typeSeason","dateGame","idGame","numberGameTeamSeason","nameTeam","idTeam","isB2B","isB2BFirst","isB2BSecond","locationGame","slugMatchup","slugTeam","countDaysRestTeam","countDaysNextGameTeam","slugOpponent","slugTeamWinner","slugTeamLoser","outcomeGame","namePlayer","numberGamePlayerSeason","countDaysRestPlayer","countDaysNextGamePlayer","idPlayer","isWin","fgm","fga","pctFG","fg3m","fg3a","pctFG3","pctFT","hasVideo","fg2m","fg2a","pctFG2","minutes","ftm","fta","oreb","dreb","treb","ast","stl","blk","tov","pf","pts","plusminus","fpts","urlTeamSeasonLogo","urlPlayerStats","urlPlayerThumbnail","urlPlayerHeadshot","urlPlayerActionPhoto","urlPlayerPhoto"
"420",12974,2024,"2023-24","NBA","Regular Season","2024-01-17",22300571,41,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. SAS","BOS",1,1,"SAS","BOS","SAS","W","Lamar Stevens",16,3,7,1630205,TRUE,0,0,NA,0,0,0,NA,TRUE,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,-2,2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630205","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630205.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630205.png","https://stats.nba.com/media/players/700/1630205.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"421",13013,2024,"2023-24","NBA","Regular Season","2024-01-17",22300571,41,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. SAS","BOS",1,1,"SAS","BOS","SAS","W","Jayson Tatum",38,1,1,1628369,TRUE,9,21,0.429,3,8,0.375,0.6,TRUE,6,13,0.461538461538462,32,3,5,0,5,5,2,0,0,2,2,24,11,31,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628369","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://stats.nba.com/media/players/700/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png"
"422",13014,2024,"2023-24","NBA","Regular Season","2024-01-17",22300571,41,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. SAS","BOS",1,1,"SAS","BOS","SAS","W","JD Davison",2,24,51,1631120,TRUE,0,0,NA,0,0,0,1,TRUE,0,0,0,3,2,2,1,0,1,0,0,0,0,0,2,-1,3.2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1631120","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631120.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631120.png","https://stats.nba.com/media/players/700/1631120.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"423",13052,2024,"2023-24","NBA","Regular Season","2024-01-17",22300571,41,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. SAS","BOS",1,1,"SAS","BOS","SAS","W","Payton Pritchard",41,1,1,1630202,TRUE,4,10,0.4,2,4,0.5,1,TRUE,2,6,0.333333333333333,27,2,2,1,2,3,4,1,0,0,2,12,17,24.6,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630202","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://stats.nba.com/media/players/700/1630202.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"424",13218,2024,"2023-24","NBA","Regular Season","2024-01-19",22300586,42,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"H","BOS vs. DEN","BOS",1,1,"DEN","DEN","BOS","L","Kristaps Porziņģis",31,3,1,204001,FALSE,6,11,0.545,3,5,0.6,0.75,TRUE,3,6,0.5,36,6,8,4,4,8,2,0,1,0,4,21,2,36.6,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/204001","https://stats.nba.com/media/players/230x185/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png","https://stats.nba.com/media/players/700/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png"
"425",13219,2024,"2023-24","NBA","Regular Season","2024-01-19",22300586,42,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"H","BOS vs. DEN","BOS",1,1,"DEN","DEN","BOS","L","Payton Pritchard",42,1,1,1630202,FALSE,1,2,0.5,1,1,1,NA,TRUE,0,1,0,12,0,0,1,1,2,1,0,0,0,1,3,0,6.9,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630202","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://stats.nba.com/media/players/700/1630202.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"426",13246,2024,"2023-24","NBA","Regular Season","2024-01-19",22300586,42,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"H","BOS vs. DEN","BOS",1,1,"DEN","DEN","BOS","L","Derrick White",38,3,1,1628401,FALSE,9,18,0.5,5,12,0.416666666666667,1,TRUE,4,6,0.666666666666667,36,1,1,1,2,3,5,2,1,1,3,24,-2,43.1,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628401","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://stats.nba.com/media/players/700/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png"
"427",13284,2024,"2023-24","NBA","Regular Season","2024-01-19",22300586,42,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"H","BOS vs. DEN","BOS",1,1,"DEN","DEN","BOS","L","Al Horford",35,1,2,201143,FALSE,2,5,0.4,2,5,0.4,NA,TRUE,0,0,0,27,0,0,3,7,10,2,0,0,0,3,6,4,21,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201143","https://stats.nba.com/media/players/230x185/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png","https://stats.nba.com/media/players/700/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png"
"428",13285,2024,"2023-24","NBA","Regular Season","2024-01-19",22300586,42,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"H","BOS vs. DEN","BOS",1,1,"DEN","DEN","BOS","L","Jaylen Brown",39,1,1,1627759,FALSE,6,19,0.316,1,9,0.111111111111111,0,TRUE,5,10,0.5,36,0,2,0,2,2,1,2,0,0,3,13,-2,22.9,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1627759","https://stats.nba.com/media/players/230x185/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png","https://stats.nba.com/media/players/700/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png"
"429",13286,2024,"2023-24","NBA","Regular Season","2024-01-19",22300586,42,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"H","BOS vs. DEN","BOS",1,1,"DEN","DEN","BOS","L","Sam Hauser",41,1,1,1630573,FALSE,0,1,0,0,1,0,NA,TRUE,0,0,0,16,0,0,0,1,1,1,0,0,0,2,0,-5,2.7,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630573","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://stats.nba.com/media/players/700/1630573.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"430",13315,2024,"2023-24","NBA","Regular Season","2024-01-19",22300586,42,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"H","BOS vs. DEN","BOS",1,1,"DEN","DEN","BOS","L","Jayson Tatum",39,1,1,1628369,FALSE,9,24,0.375,1,8,0.125,1,TRUE,8,16,0.5,39,3,3,2,6,8,5,1,0,0,1,22,6,42.1,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628369","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://stats.nba.com/media/players/700/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png"
"431",13338,2024,"2023-24","NBA","Regular Season","2024-01-19",22300586,42,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"H","BOS vs. DEN","BOS",1,1,"DEN","DEN","BOS","L","Jrue Holiday",39,1,2,201950,FALSE,3,7,0.429,1,3,0.333333333333333,NA,TRUE,2,4,0.5,30,0,0,1,1,2,3,0,0,1,0,7,-12,12.9,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201950","https://stats.nba.com/media/players/230x185/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png","https://stats.nba.com/media/players/700/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png"
"432",13339,2024,"2023-24","NBA","Regular Season","2024-01-19",22300586,42,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"H","BOS vs. DEN","BOS",1,1,"DEN","DEN","BOS","L","Luke Kornet",29,1,1,1628436,FALSE,2,2,1,0,0,0,NA,TRUE,2,2,1,8,0,0,0,2,2,1,0,0,0,0,4,-1,7.9,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628436","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://stats.nba.com/media/players/700/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png"
"433",13519,2024,"2023-24","NBA","Regular Season","2024-01-21",22300603,43,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"A","BOS @ HOU","BOS",1,0,"HOU","BOS","HOU","W","Jaylen Brown",40,1,0,1627759,TRUE,6,14,0.429,1,3,0.333333333333333,0,TRUE,5,11,0.454545454545455,31,0,2,0,11,11,10,3,0,3,0,13,4,47.2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1627759","https://stats.nba.com/media/players/230x185/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png","https://stats.nba.com/media/players/700/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png"
"434",13520,2024,"2023-24","NBA","Regular Season","2024-01-21",22300603,43,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"A","BOS @ HOU","BOS",1,0,"HOU","BOS","HOU","W","Jayson Tatum",40,1,0,1628369,TRUE,4,17,0.235,1,6,0.166666666666667,0.75,TRUE,3,11,0.272727272727273,35,9,12,1,6,7,3,1,0,2,0,18,-4,31.9,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628369","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://stats.nba.com/media/players/700/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png"
"435",13521,2024,"2023-24","NBA","Regular Season","2024-01-21",22300603,43,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"A","BOS @ HOU","BOS",1,0,"HOU","BOS","HOU","W","Payton Pritchard",43,1,0,1630202,TRUE,3,6,0.5,3,5,0.6,NA,TRUE,0,1,0,30,0,0,1,1,2,4,2,0,0,1,9,5,23.4,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630202","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://stats.nba.com/media/players/700/1630202.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"436",13549,2024,"2023-24","NBA","Regular Season","2024-01-21",22300603,43,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"A","BOS @ HOU","BOS",1,0,"HOU","BOS","HOU","W","Neemias Queta",16,3,3,1629674,TRUE,0,0,NA,0,0,0,NA,TRUE,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,-1,3,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629674","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629674.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629674.png","https://stats.nba.com/media/players/700/1629674.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"437",13550,2024,"2023-24","NBA","Regular Season","2024-01-21",22300603,43,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"A","BOS @ HOU","BOS",1,0,"HOU","BOS","HOU","W","Sam Hauser",42,1,0,1630573,TRUE,3,12,0.25,3,12,0.25,NA,TRUE,0,0,0,31,0,0,2,5,7,6,1,1,1,0,9,8,31.4,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630573","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://stats.nba.com/media/players/700/1630573.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"438",13572,2024,"2023-24","NBA","Regular Season","2024-01-21",22300603,43,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"A","BOS @ HOU","BOS",1,0,"HOU","BOS","HOU","W","Oshae Brissett",26,3,3,1629052,TRUE,3,5,0.6,0,2,0,NA,TRUE,3,3,1,18,0,0,1,1,2,3,0,1,3,4,6,4,12.9,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629052","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://stats.nba.com/media/players/700/1629052.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"439",13585,2024,"2023-24","NBA","Regular Season","2024-01-21",22300603,43,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"A","BOS @ HOU","BOS",1,0,"HOU","BOS","HOU","W","Derrick White",39,1,0,1628401,TRUE,9,19,0.474,3,8,0.375,NA,TRUE,6,11,0.545454545454545,36,0,0,2,9,11,3,0,2,3,2,21,13,41.7,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628401","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://stats.nba.com/media/players/700/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png"
"440",13586,2024,"2023-24","NBA","Regular Season","2024-01-21",22300603,43,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"A","BOS @ HOU","BOS",1,0,"HOU","BOS","HOU","W","Luke Kornet",30,1,0,1628436,TRUE,4,4,1,0,0,0,NA,TRUE,4,4,1,23,0,0,5,4,9,1,1,3,1,3,8,-2,31.3,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628436","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://stats.nba.com/media/players/700/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png"
"441",13611,2024,"2023-24","NBA","Regular Season","2024-01-21",22300603,43,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"A","BOS @ HOU","BOS",1,0,"HOU","BOS","HOU","W","Kristaps Porziņģis",32,1,3,204001,TRUE,11,21,0.524,6,11,0.545454545454545,1,TRUE,5,10,0.5,33,4,4,4,2,6,1,1,5,3,5,32,18,55.7,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/204001","https://stats.nba.com/media/players/230x185/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png","https://stats.nba.com/media/players/700/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png"
"442",13651,2024,"2023-24","NBA","Regular Season","2024-01-22",22300611,44,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"A","BOS @ DAL","BOS",0,2,"DAL","BOS","DAL","W","Jaylen Brown",41,0,2,1627759,TRUE,13,22,0.591,2,7,0.285714285714286,0.667,TRUE,11,15,0.733333333333333,37,6,9,1,2,3,4,0,2,0,5,34,-6,49.6,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1627759","https://stats.nba.com/media/players/230x185/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png","https://stats.nba.com/media/players/700/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png"
"443",13652,2024,"2023-24","NBA","Regular Season","2024-01-22",22300611,44,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"A","BOS @ DAL","BOS",0,2,"DAL","BOS","DAL","W","Jayson Tatum",41,0,2,1628369,TRUE,11,21,0.524,2,8,0.25,0.789,TRUE,9,13,0.692307692307692,41,15,19,0,11,11,5,3,2,0,4,39,27,74.7,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628369","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://stats.nba.com/media/players/700/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png"
"444",13653,2024,"2023-24","NBA","Regular Season","2024-01-22",22300611,44,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"A","BOS @ DAL","BOS",0,2,"DAL","BOS","DAL","W","Derrick White",40,0,2,1628401,TRUE,2,12,0.167,1,7,0.142857142857143,0.5,TRUE,1,5,0.2,34,1,2,0,4,4,1,2,1,1,3,6,-11,20.3,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628401","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://stats.nba.com/media/players/700/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png"
